buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
631a6055aa3096cbda27fc55,2023-03-28,279,1,100760,100760.0,755,1,45800.0,1,1,1,1,Small Order Occasional Buyer
631a6056aa3096cbda27fc5c,2023-04-14,262,1,141240,141240.0,1059,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6056aa3096cbda27fc69,2023-04-12,264,1,104500,104500.0,783,1,47500.0,1,1,1,1,Small Order Occasional Buyer
631a6056aa3096cbda27fc78,2023-03-30,277,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6056aa3096cbda27fc8c,2023-04-22,254,1,125180,125180.0,938,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6057aa3096cbda27fcb0,2023-05-18,228,1,94160,94160.0,706,1,42800.0,1,1,1,1,Small Order Occasional Buyer
631a6057aa3096cbda27fcb7,2023-05-18,228,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6057aa3096cbda27fcca,2023-04-27,249,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a605aaa3096cbda27fd80,2023-06-09,206,1,125180,125180.0,938,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a605aaa3096cbda27fd9c,2023-06-02,213,1,115170,115170.0,863,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a605baa3096cbda27fdcd,2023-06-08,207,1,127600,127600.0,957,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a605baa3096cbda27fdd4,2023-01-19,347,1,111650,111650.0,837,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a605c8755a8a989613d7c,2023-04-01,275,1,137500,137500.0,1031,1,75000.0,1,1,1,1,Small Order Occasional Buyer
631a605eaa3096cbda27fe83,2023-06-12,203,1,125070,125070.0,938,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a605f8755a8a989613e36,2023-05-23,223,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a605f8755a8a989613e55,2023-03-18,289,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a60618755a8a989613ea0,2023-05-24,222,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6061aa3096cbda27ff3e,2023-04-13,263,1,137500,137500.0,1031,1,75000.0,1,1,1,1,Small Order Occasional Buyer
631a6061aa3096cbda27ff45,2023-03-07,300,1,137500,137500.0,1031,1,75000.0,1,1,1,1,Small Order Occasional Buyer
631a60628755a8a989613ee1,2023-06-02,213,1,67000,67000.0,502,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a60628755a8a989613eed,2023-05-12,234,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a60628755a8a989613ef4,2023-06-03,212,1,74250,74250.0,556,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6062aa3096cbda27ff8b,2023-01-17,349,1,115500,115500.0,866,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a60638755a8a989613f09,2023-03-24,283,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a60638755a8a989613f48,2023-04-20,256,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6064aa3096cbda280026,2023-02-21,314,1,112200,112200.0,841,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a60658755a8a989613f80,2023-05-09,237,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a60658755a8a989613f97,2023-03-18,289,1,65000,65000.0,487,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6065aa3096cbda280058,2023-03-17,290,1,99000,99000.0,742,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a6065aa3096cbda280079,2023-04-02,274,1,76780,76780.0,575,1,34900.0,1,1,1,1,Small Order Occasional Buyer
